"","CA_MPA_Name_Short","year","classcode","site_designation","status","density"
"1","Abalone Cove SMCA",2011,"MACPYRAD","SMCA","mpa",0.328240740740741
"2","Abalone Cove SMCA",2012,"MACPYRAD","SMCA","mpa",0.296296296296296
"3","Abalone Cove SMCA",2013,"MACPYRAD","SMCA","mpa",0.152083333333333
"4","Abalone Cove SMCA",2014,"MACPYRAD","SMCA","mpa",0.0611111111111111
"5","Abalone Cove SMCA",2015,"MACPYRAD","SMCA","mpa",0.207833133253301
"6","Abalone Cove SMCA",2016,"MACPYRAD","SMCA","mpa",0.371230158730159
"7","Abalone Cove SMCA",2017,"MACPYRAD","SMCA","mpa",0.337
"8","Abalone Cove SMCA",2018,"MACPYRAD","SMCA","mpa",0.298730158730159
"9","Abalone Cove SMCA",2019,"MACPYRAD","SMCA","mpa",0.606209150326797
"10","Abalone Cove SMCA",2020,"MACPYRAD","SMCA","mpa",0.296258503401361
"11","Anacapa Island SMR",2007,"MACPYRAD","SMR","mpa",0.304269862494975
"12","Anacapa Island SMR",2008,"MACPYRAD","SMR","mpa",0.299223670949861
"13","Anacapa Island SMR",2009,"MACPYRAD","SMR","mpa",0.251780759073212
"14","Anacapa Island SMR",2010,"MACPYRAD","SMR","mpa",0.361462872672878
"15","Anacapa Island SMR",2011,"MACPYRAD","SMR","mpa",0.216543278743489
"16","Anacapa Island SMR",2012,"MACPYRAD","SMR","mpa",0.227306914863647
"17","Anacapa Island SMR",2014,"MACPYRAD","SMR","mpa",0.310792178949194
"18","Anacapa Island SMR",2015,"MACPYRAD","SMR","mpa",0.289624809006344
"19","Anacapa Island SMR",2016,"MACPYRAD","SMR","mpa",0.152893936629569
"20","Anacapa Island SMR",2017,"MACPYRAD","SMR","mpa",0.395303374763946
"21","Anacapa Island SMR",2018,"MACPYRAD","SMR","mpa",0.329555065389669
"22","Anacapa Island SMR",2019,"MACPYRAD","SMR","mpa",0.454699100404144
"23","Anacapa Island SMR",2020,"MACPYRAD","SMR","mpa",0.395450627839492
"24","Blue Cavern Onshore SMCA",2011,"MACPYRAD","SMCA","mpa",0.327969348659004
"25","Blue Cavern Onshore SMCA",2012,"MACPYRAD","SMCA","mpa",0.24160767975839
"26","Blue Cavern Onshore SMCA",2019,"MACPYRAD","SMCA","mpa",0.247144945697577
"27","Blue Cavern Onshore SMCA",2020,"MACPYRAD","SMCA","mpa",0.160886034255599
"28","Campus Point SMCA",2001,"MACPYRAD","SMCA","mpa",0.255357142857143
"29","Campus Point SMCA",2002,"MACPYRAD","SMCA","mpa",0.285119047619048
"30","Campus Point SMCA",2003,"MACPYRAD","SMCA","mpa",1.290625
"31","Campus Point SMCA",2004,"MACPYRAD","SMCA","mpa",0.921875
"32","Campus Point SMCA",2005,"MACPYRAD","SMCA","mpa",0.136666666666667
"33","Campus Point SMCA",2006,"MACPYRAD","SMCA","mpa",0.825
"34","Campus Point SMCA",2007,"MACPYRAD","SMCA","mpa",0.347916666666667
"35","Campus Point SMCA",2008,"MACPYRAD","SMCA","mpa",1.08125
"36","Campus Point SMCA",2009,"MACPYRAD","SMCA","mpa",0.427388561127499
"37","Campus Point SMCA",2010,"MACPYRAD","SMCA","mpa",0.505502136752137
"38","Campus Point SMCA",2011,"MACPYRAD","SMCA","mpa",0.263365800865801
"39","Campus Point SMCA",2012,"MACPYRAD","SMCA","mpa",0.450052702073142
"40","Campus Point SMCA",2013,"MACPYRAD","SMCA","mpa",0.372089947089947
"41","Campus Point SMCA",2014,"MACPYRAD","SMCA","mpa",0.286805555555556
"42","Campus Point SMCA",2015,"MACPYRAD","SMCA","mpa",0.433228211009174
"43","Campus Point SMCA",2016,"MACPYRAD","SMCA","mpa",0.764789388931265
"44","Campus Point SMCA",2017,"MACPYRAD","SMCA","mpa",0.461704108099063
"45","Campus Point SMCA",2018,"MACPYRAD","SMCA","mpa",0.493182713661437
"46","Campus Point SMCA",2019,"MACPYRAD","SMCA","mpa",1.10182239057239
"47","Campus Point SMCA",2020,"MACPYRAD","SMCA","mpa",0.812836770717206
"48","Cat Harbor SMCA",2011,"MACPYRAD","SMCA","mpa",0.214052287581699
"49","Cat Harbor SMCA",2012,"MACPYRAD","SMCA","mpa",0.281359649122807
"50","Cat Harbor SMCA",2019,"MACPYRAD","SMCA","mpa",0
"51","Cat Harbor SMCA",2020,"MACPYRAD","SMCA","mpa",0
"52","Crystal Cove SMCA",2011,"MACPYRAD","SMCA","mpa",0.266269841269841
"53","Crystal Cove SMCA",2012,"MACPYRAD","SMCA","mpa",0.24
"54","Crystal Cove SMCA",2019,"MACPYRAD","SMCA","mpa",0.0483333333333333
"55","Crystal Cove SMCA",2020,"MACPYRAD","SMCA","mpa",0.0166666666666667
"56","Gull Island SMR",2004,"MACPYRAD","SMR","mpa",0.391562667142093
"57","Gull Island SMR",2005,"MACPYRAD","SMR","mpa",0.349537037037037
"58","Gull Island SMR",2006,"MACPYRAD","SMR","mpa",0.280299823633157
"59","Gull Island SMR",2007,"MACPYRAD","SMR","mpa",0.280202380952381
"60","Gull Island SMR",2008,"MACPYRAD","SMR","mpa",0.30278314028314
"61","Gull Island SMR",2009,"MACPYRAD","SMR","mpa",0.266349943693694
"62","Gull Island SMR",2010,"MACPYRAD","SMR","mpa",0.230656009783368
"63","Gull Island SMR",2011,"MACPYRAD","SMR","mpa",0.148041297638218
"64","Gull Island SMR",2012,"MACPYRAD","SMR","mpa",0.156361111111111
"65","Gull Island SMR",2014,"MACPYRAD","SMR","mpa",0.195294540229885
"66","Gull Island SMR",2015,"MACPYRAD","SMR","mpa",0.255793078449328
"67","Gull Island SMR",2017,"MACPYRAD","SMR","mpa",0.332356630824373
"68","Gull Island SMR",2018,"MACPYRAD","SMR","mpa",0.260734833813727
"69","Gull Island SMR",2019,"MACPYRAD","SMR","mpa",0.224033138401559
"70","Gull Island SMR",2020,"MACPYRAD","SMR","mpa",0.223890374331551
"71","Harris Point SMR",2004,"MACPYRAD","SMR","mpa",0.418218673494598
"72","Harris Point SMR",2005,"MACPYRAD","SMR","mpa",0.37735754985755
"73","Harris Point SMR",2006,"MACPYRAD","SMR","mpa",0.388315427797135
"74","Harris Point SMR",2007,"MACPYRAD","SMR","mpa",0.367599078065134
"75","Harris Point SMR",2008,"MACPYRAD","SMR","mpa",0.229545454545455
"76","Harris Point SMR",2009,"MACPYRAD","SMR","mpa",0.152071563088512
"77","Harris Point SMR",2010,"MACPYRAD","SMR","mpa",0.0591666666666667
"78","Harris Point SMR",2011,"MACPYRAD","SMR","mpa",0.018452380952381
"79","Harris Point SMR",2012,"MACPYRAD","SMR","mpa",0.160888888888889
"80","Harris Point SMR",2014,"MACPYRAD","SMR","mpa",0.19382183908046
"81","Harris Point SMR",2016,"MACPYRAD","SMR","mpa",0.129166666666667
"82","Harris Point SMR",2018,"MACPYRAD","SMR","mpa",0
"83","Harris Point SMR",2019,"MACPYRAD","SMR","mpa",0
"84","Harris Point SMR",2020,"MACPYRAD","SMR","mpa",0
"85","Matlahuayl SMR",2011,"MACPYRAD","SMR","mpa",0.167857142857143
"86","Matlahuayl SMR",2012,"MACPYRAD","SMR","mpa",0.104761904761905
"87","Matlahuayl SMR",2019,"MACPYRAD","SMR","mpa",0.133333333333333
"88","Matlahuayl SMR",2020,"MACPYRAD","SMR","mpa",0.147222222222222
"89","Naples SMCA",2000,"MACPYRAD","SMCA","mpa",0.0579365079365079
"90","Naples SMCA",2001,"MACPYRAD","SMCA","mpa",0.0202380952380952
"91","Naples SMCA",2002,"MACPYRAD","SMCA","mpa",0.0817460317460317
"92","Naples SMCA",2007,"MACPYRAD","SMCA","mpa",0.212084520417854
"93","Naples SMCA",2008,"MACPYRAD","SMCA","mpa",0.0664141414141414
"94","Naples SMCA",2009,"MACPYRAD","SMCA","mpa",0.170258445258445
"95","Naples SMCA",2010,"MACPYRAD","SMCA","mpa",0.236287477954145
"96","Naples SMCA",2011,"MACPYRAD","SMCA","mpa",0.0722222222222222
"97","Naples SMCA",2012,"MACPYRAD","SMCA","mpa",0.205218855218855
"98","Naples SMCA",2013,"MACPYRAD","SMCA","mpa",0.158469089390142
"99","Naples SMCA",2014,"MACPYRAD","SMCA","mpa",0.214197530864198
"100","Naples SMCA",2015,"MACPYRAD","SMCA","mpa",0.296736529811465
"101","Naples SMCA",2016,"MACPYRAD","SMCA","mpa",0.27861016789285
"102","Naples SMCA",2017,"MACPYRAD","SMCA","mpa",0.228611111111111
"103","Naples SMCA",2018,"MACPYRAD","SMCA","mpa",0.384514709745206
"104","Naples SMCA",2019,"MACPYRAD","SMCA","mpa",0.180262762762763
"105","Naples SMCA",2020,"MACPYRAD","SMCA","mpa",0.246296296296296
"106","Painted Cave SMCA",2003,"MACPYRAD","SMCA","mpa",0.141666666666667
"107","Painted Cave SMCA",2004,"MACPYRAD","SMCA","mpa",0.0508597883597884
"108","Painted Cave SMCA",2005,"MACPYRAD","SMCA","mpa",0.156333333333333
"109","Painted Cave SMCA",2006,"MACPYRAD","SMCA","mpa",0.10408950617284
"110","Painted Cave SMCA",2007,"MACPYRAD","SMCA","mpa",0.137173579109063
"111","Painted Cave SMCA",2008,"MACPYRAD","SMCA","mpa",0.178478999833167
"112","Painted Cave SMCA",2009,"MACPYRAD","SMCA","mpa",0.212017045454545
"113","Painted Cave SMCA",2010,"MACPYRAD","SMCA","mpa",0.156366421568627
"114","Painted Cave SMCA",2011,"MACPYRAD","SMCA","mpa",0.0078125
"115","Painted Cave SMCA",2012,"MACPYRAD","SMCA","mpa",0.0015625
"116","Painted Cave SMCA",2014,"MACPYRAD","SMCA","mpa",0.00625
"117","Painted Cave SMCA",2015,"MACPYRAD","SMCA","mpa",0.0015625
"118","Painted Cave SMCA",2016,"MACPYRAD","SMCA","mpa",0
"119","Painted Cave SMCA",2017,"MACPYRAD","SMCA","mpa",0.0157407407407407
"120","Painted Cave SMCA",2018,"MACPYRAD","SMCA","mpa",0.0297619047619048
"121","Painted Cave SMCA",2019,"MACPYRAD","SMCA","mpa",0
"122","Painted Cave SMCA",2020,"MACPYRAD","SMCA","mpa",0
"123","Point Conception SMR",1999,"MACPYRAD","SMR","mpa",0.312903225806452
"124","Point Conception SMR",2000,"MACPYRAD","SMR","mpa",0.152083333333333
"125","Point Conception SMR",2001,"MACPYRAD","SMR","mpa",0.821212121212121
"126","Point Conception SMR",2002,"MACPYRAD","SMR","mpa",0.683267819706499
"127","Point Conception SMR",2003,"MACPYRAD","SMR","mpa",0.854365079365079
"128","Point Conception SMR",2004,"MACPYRAD","SMR","mpa",0.598677248677249
"129","Point Conception SMR",2005,"MACPYRAD","SMR","mpa",0.424425287356322
"130","Point Conception SMR",2006,"MACPYRAD","SMR","mpa",0.809433962264151
"131","Point Conception SMR",2007,"MACPYRAD","SMR","mpa",0.506378600823045
"132","Point Conception SMR",2008,"MACPYRAD","SMR","mpa",0.598809523809524
"133","Point Conception SMR",2009,"MACPYRAD","SMR","mpa",0.616666666666667
"134","Point Conception SMR",2010,"MACPYRAD","SMR","mpa",0.717028985507246
"135","Point Conception SMR",2011,"MACPYRAD","SMR","mpa",0.350757575757576
"136","Point Conception SMR",2012,"MACPYRAD","SMR","mpa",0.466460905349794
"137","Point Conception SMR",2014,"MACPYRAD","SMR","mpa",0.314912280701754
"138","Point Dume SMCA",2010,"MACPYRAD","SMCA","mpa",0.621673669467787
"139","Point Dume SMCA",2011,"MACPYRAD","SMCA","mpa",0.315674603174603
"140","Point Dume SMCA",2012,"MACPYRAD","SMCA","mpa",0.490677966101695
"141","Point Dume SMCA",2013,"MACPYRAD","SMCA","mpa",0.659920634920635
"142","Point Dume SMCA",2019,"MACPYRAD","SMCA","mpa",0.165686274509804
"143","Point Dume SMCA",2020,"MACPYRAD","SMCA","mpa",0.209259259259259
"144","Point Vicente SMCA",2007,"MACPYRAD","SMCA","mpa",0.148924731182796
"145","Point Vicente SMCA",2008,"MACPYRAD","SMCA","mpa",0.10534398034398
"146","Point Vicente SMCA",2009,"MACPYRAD","SMCA","mpa",0.313410776550139
"147","Point Vicente SMCA",2010,"MACPYRAD","SMCA","mpa",0.182791005291005
"148","Point Vicente SMCA",2011,"MACPYRAD","SMCA","mpa",0.321293600839234
"149","Point Vicente SMCA",2012,"MACPYRAD","SMCA","mpa",0.269233387799564
"150","Point Vicente SMCA",2013,"MACPYRAD","SMCA","mpa",0.164084613068353
"151","Point Vicente SMCA",2014,"MACPYRAD","SMCA","mpa",0.200665024630542
"152","Point Vicente SMCA",2015,"MACPYRAD","SMCA","mpa",0.220400923709747
"153","Point Vicente SMCA",2016,"MACPYRAD","SMCA","mpa",0.29093660968661
"154","Point Vicente SMCA",2017,"MACPYRAD","SMCA","mpa",0.306481092436975
"155","Point Vicente SMCA",2018,"MACPYRAD","SMCA","mpa",0.260760051662174
"156","Point Vicente SMCA",2019,"MACPYRAD","SMCA","mpa",0.328062517600676
"157","Point Vicente SMCA",2020,"MACPYRAD","SMCA","mpa",0.292179487179487
"158","Santa Barbara Island SMR",2011,"MACPYRAD","SMR","mpa",0.244444444444444
"159","Santa Barbara Island SMR",2013,"MACPYRAD","SMR","mpa",0.275898692810458
"160","Santa Barbara Island SMR",2019,"MACPYRAD","SMR","mpa",0.21358024691358
"161","Scorpion SMR",2004,"MACPYRAD","SMR","mpa",0.366666666666667
"162","Scorpion SMR",2005,"MACPYRAD","SMR","mpa",0.387943262411348
"163","Scorpion SMR",2006,"MACPYRAD","SMR","mpa",0.245707070707071
"164","Scorpion SMR",2007,"MACPYRAD","SMR","mpa",0.1275
"165","Scorpion SMR",2008,"MACPYRAD","SMR","mpa",0.139087301587302
"166","Scorpion SMR",2009,"MACPYRAD","SMR","mpa",0.103479720918101
"167","Scorpion SMR",2010,"MACPYRAD","SMR","mpa",0.370571815718157
"168","Scorpion SMR",2011,"MACPYRAD","SMR","mpa",0.283363791423002
"169","Scorpion SMR",2012,"MACPYRAD","SMR","mpa",0.199575537075537
"170","Scorpion SMR",2013,"MACPYRAD","SMR","mpa",0.0939905591866376
"171","Scorpion SMR",2014,"MACPYRAD","SMR","mpa",0.269116689363782
"172","Scorpion SMR",2015,"MACPYRAD","SMR","mpa",0.361455864397041
"173","Scorpion SMR",2016,"MACPYRAD","SMR","mpa",0.219578476551911
"174","Scorpion SMR",2017,"MACPYRAD","SMR","mpa",0.44827485380117
"175","Scorpion SMR",2018,"MACPYRAD","SMR","mpa",0.397782486833207
"176","Scorpion SMR",2019,"MACPYRAD","SMR","mpa",0.525512972387972
"177","Scorpion SMR",2020,"MACPYRAD","SMR","mpa",0.3940528330073
"178","South La Jolla SMR",2011,"MACPYRAD","SMR","mpa",0.20752688172043
"179","South La Jolla SMR",2012,"MACPYRAD","SMR","mpa",0.173397435897436
"180","South La Jolla SMR",2019,"MACPYRAD","SMR","mpa",0.322222222222222
"181","South La Jolla SMR",2020,"MACPYRAD","SMR","mpa",0.384848484848485
"182","South Point SMR",2003,"MACPYRAD","SMR","mpa",0.313335738335738
"183","South Point SMR",2005,"MACPYRAD","SMR","mpa",0.399312814556717
"184","South Point SMR",2007,"MACPYRAD","SMR","mpa",0.311691757503249
"185","South Point SMR",2008,"MACPYRAD","SMR","mpa",0.311855029408887
"186","South Point SMR",2009,"MACPYRAD","SMR","mpa",0.301011845475354
"187","South Point SMR",2010,"MACPYRAD","SMR","mpa",0.311838624338624
"188","South Point SMR",2011,"MACPYRAD","SMR","mpa",0.265277777777778
"189","South Point SMR",2012,"MACPYRAD","SMR","mpa",0.273299266247379
"190","South Point SMR",2014,"MACPYRAD","SMR","mpa",0.267273826817677
"191","South Point SMR",2015,"MACPYRAD","SMR","mpa",0.29308427012056
"192","South Point SMR",2016,"MACPYRAD","SMR","mpa",0.316327764358561
"193","South Point SMR",2017,"MACPYRAD","SMR","mpa",0.296022978347327
"194","South Point SMR",2018,"MACPYRAD","SMR","mpa",0.29760101010101
"195","South Point SMR",2019,"MACPYRAD","SMR","mpa",0.195412457912458
"196","South Point SMR",2020,"MACPYRAD","SMR","mpa",0.243867595818815
"197","Abalone Cove SMCA",2011,"STRPURAD","SMCA","mpa",6.78333333333333
"198","Abalone Cove SMCA",2012,"STRPURAD","SMCA","mpa",5.62916666666667
"199","Abalone Cove SMCA",2013,"STRPURAD","SMCA","mpa",4.275
"200","Abalone Cove SMCA",2014,"STRPURAD","SMCA","mpa",8.18333333333333
"201","Abalone Cove SMCA",2015,"STRPURAD","SMCA","mpa",0.0458333333333333
"202","Abalone Cove SMCA",2016,"STRPURAD","SMCA","mpa",0.0916666666666667
"203","Abalone Cove SMCA",2017,"STRPURAD","SMCA","mpa",0.0305555555555556
"204","Abalone Cove SMCA",2018,"STRPURAD","SMCA","mpa",0.235416666666667
"205","Abalone Cove SMCA",2019,"STRPURAD","SMCA","mpa",0.075
"206","Abalone Cove SMCA",2020,"STRPURAD","SMCA","mpa",0.00277777777777778
"207","Anacapa Island SMR",2007,"STRPURAD","SMR","mpa",8.51041666666667
"208","Anacapa Island SMR",2008,"STRPURAD","SMR","mpa",11.2743055555556
"209","Anacapa Island SMR",2009,"STRPURAD","SMR","mpa",10.9298611111111
"210","Anacapa Island SMR",2010,"STRPURAD","SMR","mpa",5.55486111111111
"211","Anacapa Island SMR",2011,"STRPURAD","SMR","mpa",7.38263888888889
"212","Anacapa Island SMR",2012,"STRPURAD","SMR","mpa",6.50416666666667
"213","Anacapa Island SMR",2014,"STRPURAD","SMR","mpa",0.536111111111111
"214","Anacapa Island SMR",2015,"STRPURAD","SMR","mpa",0.552083333333333
"215","Anacapa Island SMR",2016,"STRPURAD","SMR","mpa",0.198148148148148
"216","Anacapa Island SMR",2017,"STRPURAD","SMR","mpa",0.166666666666667
"217","Anacapa Island SMR",2018,"STRPURAD","SMR","mpa",0.307638888888889
"218","Anacapa Island SMR",2019,"STRPURAD","SMR","mpa",0.194444444444444
"219","Anacapa Island SMR",2020,"STRPURAD","SMR","mpa",0.349305555555556
"220","Blue Cavern Onshore SMCA",2011,"STRPURAD","SMCA","mpa",0
"221","Blue Cavern Onshore SMCA",2012,"STRPURAD","SMCA","mpa",0.0125
"222","Blue Cavern Onshore SMCA",2019,"STRPURAD","SMCA","mpa",0.00104166666666667
"223","Blue Cavern Onshore SMCA",2020,"STRPURAD","SMCA","mpa",0
"224","Campus Point SMCA",2001,"STRPURAD","SMCA","mpa",9.75
"225","Campus Point SMCA",2002,"STRPURAD","SMCA","mpa",5.125
"226","Campus Point SMCA",2003,"STRPURAD","SMCA","mpa",3.08333333333333
"227","Campus Point SMCA",2004,"STRPURAD","SMCA","mpa",4.20833333333333
"228","Campus Point SMCA",2005,"STRPURAD","SMCA","mpa",5.45833333333333
"229","Campus Point SMCA",2006,"STRPURAD","SMCA","mpa",3.875
"230","Campus Point SMCA",2007,"STRPURAD","SMCA","mpa",3.45833333333333
"231","Campus Point SMCA",2008,"STRPURAD","SMCA","mpa",3.75
"232","Campus Point SMCA",2009,"STRPURAD","SMCA","mpa",9.33148148148148
"233","Campus Point SMCA",2010,"STRPURAD","SMCA","mpa",9.69814814814815
"234","Campus Point SMCA",2011,"STRPURAD","SMCA","mpa",11.9064814814815
"235","Campus Point SMCA",2012,"STRPURAD","SMCA","mpa",4.15462962962963
"236","Campus Point SMCA",2013,"STRPURAD","SMCA","mpa",10.2861111111111
"237","Campus Point SMCA",2014,"STRPURAD","SMCA","mpa",3.80833333333333
"238","Campus Point SMCA",2015,"STRPURAD","SMCA","mpa",1.20972222222222
"239","Campus Point SMCA",2016,"STRPURAD","SMCA","mpa",1.37407407407407
"240","Campus Point SMCA",2017,"STRPURAD","SMCA","mpa",0.593518518518519
"241","Campus Point SMCA",2018,"STRPURAD","SMCA","mpa",0.761111111111111
"242","Campus Point SMCA",2019,"STRPURAD","SMCA","mpa",1.20462962962963
"243","Campus Point SMCA",2020,"STRPURAD","SMCA","mpa",2.03055555555556
"244","Cat Harbor SMCA",2011,"STRPURAD","SMCA","mpa",0
"245","Cat Harbor SMCA",2012,"STRPURAD","SMCA","mpa",0.0111111111111111
"246","Cat Harbor SMCA",2019,"STRPURAD","SMCA","mpa",0.00277777777777778
"247","Cat Harbor SMCA",2020,"STRPURAD","SMCA","mpa",0
"248","Crystal Cove SMCA",2011,"STRPURAD","SMCA","mpa",0.0583333333333333
"249","Crystal Cove SMCA",2012,"STRPURAD","SMCA","mpa",0.136111111111111
"250","Crystal Cove SMCA",2019,"STRPURAD","SMCA","mpa",0.0416666666666667
"251","Crystal Cove SMCA",2020,"STRPURAD","SMCA","mpa",0
"252","Gull Island SMR",2004,"STRPURAD","SMR","mpa",2.21666666666667
"253","Gull Island SMR",2005,"STRPURAD","SMR","mpa",3.28333333333333
"254","Gull Island SMR",2006,"STRPURAD","SMR","mpa",2.89305555555556
"255","Gull Island SMR",2007,"STRPURAD","SMR","mpa",5.97685185185185
"256","Gull Island SMR",2008,"STRPURAD","SMR","mpa",8.43055555555556
"257","Gull Island SMR",2009,"STRPURAD","SMR","mpa",12.9916666666667
"258","Gull Island SMR",2010,"STRPURAD","SMR","mpa",5.27395833333333
"259","Gull Island SMR",2011,"STRPURAD","SMR","mpa",15.8881944444444
"260","Gull Island SMR",2012,"STRPURAD","SMR","mpa",7.48425925925926
"261","Gull Island SMR",2014,"STRPURAD","SMR","mpa",10.8208333333333
"262","Gull Island SMR",2015,"STRPURAD","SMR","mpa",2.42604166666667
"263","Gull Island SMR",2017,"STRPURAD","SMR","mpa",1.5212962962963
"264","Gull Island SMR",2018,"STRPURAD","SMR","mpa",1.396875
"265","Gull Island SMR",2019,"STRPURAD","SMR","mpa",1.34305555555556
"266","Gull Island SMR",2020,"STRPURAD","SMR","mpa",1.95972222222222
"267","Harris Point SMR",2004,"STRPURAD","SMR","mpa",0.521759259259259
"268","Harris Point SMR",2005,"STRPURAD","SMR","mpa",0.25
"269","Harris Point SMR",2006,"STRPURAD","SMR","mpa",0.238888888888889
"270","Harris Point SMR",2007,"STRPURAD","SMR","mpa",0.243055555555556
"271","Harris Point SMR",2008,"STRPURAD","SMR","mpa",0.447222222222222
"272","Harris Point SMR",2009,"STRPURAD","SMR","mpa",0.855555555555556
"273","Harris Point SMR",2010,"STRPURAD","SMR","mpa",0.15
"274","Harris Point SMR",2011,"STRPURAD","SMR","mpa",0.0222222222222222
"275","Harris Point SMR",2012,"STRPURAD","SMR","mpa",0.0291666666666667
"276","Harris Point SMR",2014,"STRPURAD","SMR","mpa",3.30277777777778
"277","Harris Point SMR",2016,"STRPURAD","SMR","mpa",14.3430555555556
"278","Harris Point SMR",2018,"STRPURAD","SMR","mpa",19.2444444444444
"279","Harris Point SMR",2019,"STRPURAD","SMR","mpa",25.275
"280","Harris Point SMR",2020,"STRPURAD","SMR","mpa",9.88703703703704
"281","Matlahuayl SMR",2011,"STRPURAD","SMR","mpa",0
"282","Matlahuayl SMR",2012,"STRPURAD","SMR","mpa",0.025
"283","Matlahuayl SMR",2019,"STRPURAD","SMR","mpa",0.00833333333333333
"284","Matlahuayl SMR",2020,"STRPURAD","SMR","mpa",0
"285","Naples SMCA",2000,"STRPURAD","SMCA","mpa",23.8787878787879
"286","Naples SMCA",2001,"STRPURAD","SMCA","mpa",19.4583333333333
"287","Naples SMCA",2002,"STRPURAD","SMCA","mpa",5.35555555555556
"288","Naples SMCA",2007,"STRPURAD","SMCA","mpa",2.75555555555556
"289","Naples SMCA",2008,"STRPURAD","SMCA","mpa",3.29722222222222
"290","Naples SMCA",2009,"STRPURAD","SMCA","mpa",2.86805555555556
"291","Naples SMCA",2010,"STRPURAD","SMCA","mpa",3.43333333333333
"292","Naples SMCA",2011,"STRPURAD","SMCA","mpa",3.64166666666667
"293","Naples SMCA",2012,"STRPURAD","SMCA","mpa",2.15138888888889
"294","Naples SMCA",2013,"STRPURAD","SMCA","mpa",0.734722222222222
"295","Naples SMCA",2014,"STRPURAD","SMCA","mpa",0.238888888888889
"296","Naples SMCA",2015,"STRPURAD","SMCA","mpa",0.395833333333333
"297","Naples SMCA",2016,"STRPURAD","SMCA","mpa",0.35
"298","Naples SMCA",2017,"STRPURAD","SMCA","mpa",0.602777777777778
"299","Naples SMCA",2018,"STRPURAD","SMCA","mpa",2.01805555555556
"300","Naples SMCA",2019,"STRPURAD","SMCA","mpa",2.575
"301","Naples SMCA",2020,"STRPURAD","SMCA","mpa",2.3
"302","Painted Cave SMCA",2003,"STRPURAD","SMCA","mpa",0.700416666666667
"303","Painted Cave SMCA",2004,"STRPURAD","SMCA","mpa",6.08229166666667
"304","Painted Cave SMCA",2005,"STRPURAD","SMCA","mpa",2.09583333333333
"305","Painted Cave SMCA",2006,"STRPURAD","SMCA","mpa",3.1125
"306","Painted Cave SMCA",2007,"STRPURAD","SMCA","mpa",5.65625
"307","Painted Cave SMCA",2008,"STRPURAD","SMCA","mpa",8.13645833333333
"308","Painted Cave SMCA",2009,"STRPURAD","SMCA","mpa",5.50416666666667
"309","Painted Cave SMCA",2010,"STRPURAD","SMCA","mpa",6.178125
"310","Painted Cave SMCA",2011,"STRPURAD","SMCA","mpa",7.284375
"311","Painted Cave SMCA",2012,"STRPURAD","SMCA","mpa",10.03125
"312","Painted Cave SMCA",2014,"STRPURAD","SMCA","mpa",8.07291666666667
"313","Painted Cave SMCA",2015,"STRPURAD","SMCA","mpa",5.4375
"314","Painted Cave SMCA",2016,"STRPURAD","SMCA","mpa",0.375
"315","Painted Cave SMCA",2017,"STRPURAD","SMCA","mpa",7.98402777777778
"316","Painted Cave SMCA",2018,"STRPURAD","SMCA","mpa",8.08020833333333
"317","Painted Cave SMCA",2019,"STRPURAD","SMCA","mpa",16.1239583333333
"318","Painted Cave SMCA",2020,"STRPURAD","SMCA","mpa",10.621875
"319","Point Conception SMR",1999,"STRPURAD","SMR","mpa",0.197222222222222
"320","Point Conception SMR",2000,"STRPURAD","SMR","mpa",6.91666666666667
"321","Point Conception SMR",2001,"STRPURAD","SMR","mpa",0.0133333333333333
"322","Point Conception SMR",2002,"STRPURAD","SMR","mpa",0
"323","Point Conception SMR",2003,"STRPURAD","SMR","mpa",0
"324","Point Conception SMR",2004,"STRPURAD","SMR","mpa",0
"325","Point Conception SMR",2005,"STRPURAD","SMR","mpa",0
"326","Point Conception SMR",2006,"STRPURAD","SMR","mpa",0.0277777777777778
"327","Point Conception SMR",2007,"STRPURAD","SMR","mpa",0
"328","Point Conception SMR",2008,"STRPURAD","SMR","mpa",0
"329","Point Conception SMR",2009,"STRPURAD","SMR","mpa",0
"330","Point Conception SMR",2010,"STRPURAD","SMR","mpa",0.00555555555555555
"331","Point Conception SMR",2011,"STRPURAD","SMR","mpa",0
"332","Point Conception SMR",2012,"STRPURAD","SMR","mpa",0.0194444444444444
"333","Point Conception SMR",2014,"STRPURAD","SMR","mpa",0.397222222222222
"334","Point Dume SMCA",2010,"STRPURAD","SMCA","mpa",3.92916666666667
"335","Point Dume SMCA",2011,"STRPURAD","SMCA","mpa",4.33611111111111
"336","Point Dume SMCA",2012,"STRPURAD","SMCA","mpa",5.88611111111111
"337","Point Dume SMCA",2013,"STRPURAD","SMCA","mpa",6.01944444444444
"338","Point Dume SMCA",2019,"STRPURAD","SMCA","mpa",0.133333333333333
"339","Point Dume SMCA",2020,"STRPURAD","SMCA","mpa",0.0458333333333333
"340","Point Vicente SMCA",2007,"STRPURAD","SMCA","mpa",1.50555555555556
"341","Point Vicente SMCA",2008,"STRPURAD","SMCA","mpa",3.67916666666667
"342","Point Vicente SMCA",2009,"STRPURAD","SMCA","mpa",3.51435185185185
"343","Point Vicente SMCA",2010,"STRPURAD","SMCA","mpa",0.6875
"344","Point Vicente SMCA",2011,"STRPURAD","SMCA","mpa",0.779861111111111
"345","Point Vicente SMCA",2012,"STRPURAD","SMCA","mpa",1.046875
